ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Alt_Transcription,Concept_ID,Form_ID
28-Laconnex,Laconnex,prɛ̃ gɔːrda̠͉ də t ɛ̃kŏ̞͉blʲɔ,,,Prends garde de t‘“encoubler“,,,,prè̃ gṑrda̱ dė t è̃kŏ̱bl̮ò,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Laconnex-Gauchat-1925-480-73_prendsgarde-1 Laconnex-Gauchat-1925-480-74_detencoubler-1
28-Veyrier,Veyrier,prã̠ gɑ̝ːrda̠͉ də t ã̠kɔ̆blʲă̠͜o͉,,,Prends garde de t‘“encoubler“,,,,prã gaͦ̄rda̱ dė t ãkŏ̀bl̮ă͜ó̱,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Veyrier-Gauchat-1925-480-73_prendsgarde-1 Veyrier-Gauchat-1925-480-74_detencoubler-1
28-Hermance,Hermance,prã̠ ga̠ːrda̠͉ də pɔː t ã̠kɔ̆blʲɔ͜o͉,,,Prends garde de t‘“encoubler“,,,,prã gārda̱ dė pṑ t ãkŏ̀bl̮ò͜ó̱,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Hermance-Gauchat-1925-480-73_prendsgarde-1 Hermance-Gauchat-1925-480-74_detencoubler-1
28-Semsalves,Semsalves,tsuːjə dɛ t ɛ̃kɔ̆bjɔ̆,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė dè t è̃kŏ̀byŏ̀,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Semsalves-Gauchat-1925-480-73_prendsgarde-1 Semsalves-Gauchat-1925-480-74_detencoubler-1
28-Montbovon,Montbovon,tsuːj dɛ t ɛ̃kɔ̆blʲa̠ː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄y dè t è̃kŏ̀bl̮ā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Montbovon-Gauchat-1925-480-73_prendsgarde-1 Montbovon-Gauchat-1925-480-74_detencoubler-1
28-Arconciel,Arconciel,tsuːjə͉ də t ɛ̃kɔ̆bjɑ̝ː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė̱ dė t è̃kŏ̀byaͦ̄,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Arconciel-Gauchat-1925-480-73_prendsgarde-1 Arconciel-Gauchat-1925-480-74_detencoubler-1
28-Vallorbe,Vallorbe,tsuːjə͉ də t ɛ̃kŭbʎɑ̝ː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė̱ dė t è̃kʋ̆by̆̍aͦ̄,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Vallorbe-Gauchat-1925-480-73_prendsgarde-1 Vallorbe-Gauchat-1925-480-74_detencoubler-1
28-AvrysurMatran,AvrysurMatran,tsuːjə͉ dɛ t ɛ̃kɔ̆blʲɑ,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė̱ dè t è̃kŏ̀bl̮á,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,AvrysurMatran-Gauchat-1925-480-73_prendsgarde-1 AvrysurMatran-Gauchat-1925-480-74_detencoubler-1
28-Courtepin,Courtepin,tsuːjə͉ də t ɛ̆kɔ̆bjaː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė̱ dė t ĕ̀kŏ̀byā̀,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Courtepin-Gauchat-1925-480-73_prendsgarde-1 Courtepin-Gauchat-1925-480-74_detencoubler-1
28-Dompierre,Dompierre,tsuːj də pa̠ː t ɛ̆kɔ̆bja̠ː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄y dė pā t ĕ̀kŏ̀byā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Dompierre-Gauchat-1925-480-73_prendsgarde-1 Dompierre-Gauchat-1925-480-74_detencoubler-1
28-Murist,Murist,tsuːj de̞ t ɛ̃ĩ͉kɔ̆bjɑː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄y de t è̃ĩ̱kŏ̀byā́,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Murist-Gauchat-1925-480-73_prendsgarde-1 Murist-Gauchat-1925-480-74_detencoubler-1
28-Sugiez,Sugiez,tsuːjə͉ dĕ̞ pa̠ t ɛ̃ĩ͉kɔ̆bja̠,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė̱ dĕ pa t è̃ĩ̱kŏ̀bya,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Sugiez-Gauchat-1925-480-73_prendsgarde-1 Sugiez-Gauchat-1925-480-74_detencoubler-1
28-Montalchez,Montalchez,tsuːj də t ɛ̃kɔ̆bja̠,,,Prends garde de t‘“encoubler“,,,,tsʋ̄y dė t è̃kŏ̀bya,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Montalchez-Gauchat-1925-480-73_prendsgarde-1 Montalchez-Gauchat-1925-480-74_detencoubler-1
28-Boudry,Boudry,tsuːj də t ɛ̆ko̞ːbja̠,,,Prends garde de t‘“encoubler“,,,,tsʋ̄y dė t ĕ̀kŏbya,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Boudry-Gauchat-1925-480-73_prendsgarde-1 Boudry-Gauchat-1925-480-74_detencoubler-1
28-Corcelles,Corcelles,tʃuːj də t ɛ̆ko̞ːbja̠ː,,,Prends garde de t‘“encoubler“,,,,tc̵ʋ̄y dė t ĕ̀kŏbyā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Corcelles-Gauchat-1925-480-73_prendsgarde-1 Corcelles-Gauchat-1925-480-74_detencoubler-1
28-Landeron,Landeron,prɛ̆ gɑːrd də t ɛ̆ko̞bjɑː,,,Prends garde de t‘“encoubler“,,,,prĕ̀ gā́rd dė t ĕ̀kobyā́,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Landeron-Gauchat-1925-480-73_prendsgarde-1 Landeron-Gauchat-1925-480-74_detencoubler-1
28-Savagnier,Savagnier,tʃuːj də t ɛ̆kɔ̆bja̠ː,,,Prends garde de t‘“encoubler“,,,,tc̵ʋ̄y dė t ĕ̀kŏ̀byā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Savagnier-Gauchat-1925-480-73_prendsgarde-1 Savagnier-Gauchat-1925-480-74_detencoubler-1
28-LeSentier,LeSentier,tsuːjə͉ dɛ t ɛ̃kɔ̆blʲa̠ː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yė̱ dè t è̃kŏ̀bl̮ā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,LeSentier-Gauchat-1925-480-73_prendsgarde-1 LeSentier-Gauchat-1925-480-74_detencoubler-1
28-CoteauxFees,CoteauxFees,tsøː bɛ̃ də t ă̠kŭble,,,Prends garde de t‘“encoubler“,,,,tsœ̄́ bè̃ dė t ăkʋ̆blé,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,CoteauxFees-Gauchat-1925-480-73_prendsgarde-1 CoteauxFees-Gauchat-1925-480-74_detencoubler-1
28-Noiraigue,Noiraigue,tʃuːj də t ă̠kɔ̆bje,,,Prends garde de t‘“encoubler“,,,,tc̵ʋ̄y dė t ăkŏ̀byé,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Noiraigue-Gauchat-1925-480-73_prendsgarde-1 Noiraigue-Gauchat-1925-480-74_detencoubler-1
28-ChauxduMilieu,ChauxduMilieu,pră̠ vwæːd̠a̠ də t ă̠ky̆bja̠,,,Prends garde de t‘“encoubler“,,,,pră vwaͤ̄d̯a dė t ăkŭbya,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,ChauxduMilieu-Gauchat-1925-480-73_prendsgarde-1 ChauxduMilieu-Gauchat-1925-480-74_detencoubler-1
28-CerneuxPequignot,CerneuxPequignot,tʃuːə͉ də t ɔ̆kŭblʲa̠ː,,,Prends garde de t‘“encoubler“,,,,tc̵ʋ̄ė̱ dė t ŏ̀kʋ̆bl̮ā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,CerneuxPequignot-Gauchat-1925-480-73_prendsgarde-1 CerneuxPequignot-Gauchat-1925-480-74_detencoubler-1
28-Lamboing,Lamboing,tʃø̞j tə də t ã̠kɔbja̠,,,Prends garde de t‘“encoubler“,,,,tc̵œy tė dė t ãkòbya,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Lamboing-Gauchat-1925-480-73_prendsgarde-1 Lamboing-Gauchat-1925-480-74_detencoubler-1
28-Orvin,Orvin,ˈtʃɔu͉j͉ də t ɛkubja̠,,,Prends garde de t‘“encoubler“,,,,tc̵ò̩ʋ̱y̱ dė t èkʋbya,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Orvin-Gauchat-1925-480-73_prendsgarde-1 Orvin-Gauchat-1925-480-74_detencoubler-1
28-Plagne,Plagne,tʃoːj də t ɛkŭbjɛː,,,Prends garde de t‘“encoubler“,,,,tc̵ṓy dė t èkʋ̆byḕ,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Plagne-Gauchat-1925-480-73_prendsgarde-1 Plagne-Gauchat-1925-480-74_detencoubler-1
28-Sombeval,Sombeval,tʃoːj də n pæː t ɛkubjæ,,,Prends garde de t‘“encoubler“,,,,tc̵ṓy dė n paͤ̄ t èkʋbyaͤ,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Sombeval-Gauchat-1925-480-73_prendsgarde-1 Sombeval-Gauchat-1925-480-74_detencoubler-1
28-Court,Court,tʃwɔ̆j də t ɔ̆kœ̆bja̠ː,,,Prends garde de t‘“encoubler“,,,,tc̵wŏ̀y dė t ŏ̀kœ̆̀byā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Court-Gauchat-1925-480-73_prendsgarde-1 Court-Gauchat-1925-480-74_detencoubler-1
28-Vermes,Vermes,tʃwăj də tʃwă,,,Prends garde de t‘“encoubler“,,,,tc̵wằy dė tc̵wằ,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Vermes-Gauchat-1925-480-73_prendsgarde-1 Vermes-Gauchat-1925-480-74_detencoubler-1
28-Longirod,Longirod,prɛː gɑ̝ːrda̠ də nə pɑ̝ː t ɛːko̞blʲɑ̝ː,,,Prends garde de t‘“encoubler“,,,,prḕ gaͦ̄rda dė nė paͦ̄ t ḕkobl̮aͦ̄,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Longirod-Gauchat-1925-480-73_prendsgarde-1 Longirod-Gauchat-1925-480-74_detencoubler-1
28-Develier,Develier,tʃwæ̆j də n pə tʃwă,,,Prends garde de t‘“encoubler“,,,,tc̵waͤ̆y dė n pė tc̵wằ,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Develier-Gauchat-1925-480-73_prendsgarde-1 Develier-Gauchat-1925-480-74_detencoubler-1
28-Commugny,Commugny,prã̠ gɑːrda̠ də t ã̠kʊ̆bjɑ̝ː,,,Prends garde de t‘“encoubler“,,,,prã gā́rda dė t ãkoͮ̆byaͦ̄,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Commugny-Gauchat-1925-480-73_prendsgarde-1 Commugny-Gauchat-1925-480-74_detencoubler-1
28-Vullierens,Vullierens,præ̆ gɑːrda̠ də t æ̆ka̠ːɔ͉bjɑː,,,Prends garde de t‘“encoubler“,,,,praͤ̆ gā́rda dė t aͤ̆kāò̱byā́,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Vullierens-Gauchat-1925-480-73_prendsgarde-1 Vullierens-Gauchat-1925-480-74_detencoubler-1
28-Arnex,Arnex,tsuːjɛ͉ də t ɛ̃kɔ̆bja̠ː,,,Prends garde de t‘“encoubler“,,,,tsʋ̄yè̱ dė t è̃kŏ̀byā,Gauchat-1925-480-73_prendsgarde Gauchat-1925-480-74_detencoubler,Arnex-Gauchat-1925-480-73_prendsgarde-1 Arnex-Gauchat-1925-480-74_detencoubler-1
29-Chevroux,Chevroux,lŭ pɔ̃ ɛ̆ ɛ̃ĩ͉ pçɛːra̠͉,,,Le pont est en pierre,,,,lʋ̆ pò̃ ĕ̀ è̃ĩ̱ pç̑ḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Chevroux-Gauchat-1925-480-75_lepont-1 Chevroux-Gauchat-1925-480-76_esten-1 Chevroux-Gauchat-1925-480-77_pierre-1
29-VillarsleTerroir,VillarsleTerroir,lo̞ː pɔ̃ ɛ ɛ̆ pçɛːra̠,,,Le pont est en pierre,,,,lŏ pò̃ è ĕ̀ pç̑ḕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,VillarsleTerroir-Gauchat-1925-480-75_lepont-1 VillarsleTerroir-Gauchat-1925-480-76_esten-1 VillarsleTerroir-Gauchat-1925-480-77_pierre-1
29-Prahins,Prahins,lə pɔ̃ l ɛ æ pçɛːra̠,,,Le pont est en pierre,,,,lė pò̃ l è aͤ pç̑ḕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Prahins-Gauchat-1925-480-75_lepont-1 Prahins-Gauchat-1925-480-76_esten-1 Prahins-Gauchat-1925-480-77_pierre-1
29-Montpreveyres,Montpreveyres,lŭ pɔ̃ l ɛ̆ ɛ̃ĩ͉ pçɛːra̠͉,,,Le pont est en pierre,,,,lʋ̆ pò̃ l ĕ̀ è̃ĩ̱ pç̑ḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Montpreveyres-Gauchat-1925-480-75_lepont-1 Montpreveyres-Gauchat-1925-480-76_esten-1 Montpreveyres-Gauchat-1925-480-77_pierre-1
29-Charnex,Charnex,lə pœ̆͜ɔ̃ l ɛ œ̃ pçɛːra̠͉,,,Le pont est en pierre,,,,lė pœ̆̀͜ò̃ l è œ̀̃ pç̑ḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Charnex-Gauchat-1925-480-75_lepont-1 Charnex-Gauchat-1925-480-76_esten-1 Charnex-Gauchat-1925-480-77_pierre-1
29-Roche,Roche,lə pɔ̃ l ĕ̞ ɛ̃ pjɛːra̠͉,,,Le pont est en pierre,,,,lė pò̃ l ĕ è̃ pyḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Roche-Gauchat-1925-480-75_lepont-1 Roche-Gauchat-1925-480-76_esten-1 Roche-Gauchat-1925-480-77_pierre-1
29-OrmontDessus,OrmontDessus,lə pɔ̃ ɛ̆ ɛ̃ pjĕ̞ra̠,,,Le pont est en pierre,,,,lė pò̃ ĕ̀ è̃ pyĕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,OrmontDessus-Gauchat-1925-480-75_lepont-1 OrmontDessus-Gauchat-1925-480-76_esten-1 OrmontDessus-Gauchat-1925-480-77_pierre-1
29-ChateaudOex,ChateaudOex,lɔ̆ pã̠ d ɛ̆ œ̃ pæːra̠͉,,,Le pont est en pierre,,,,lŏ̀ pã d ĕ̀ œ̀̃ paͤ̄ra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,ChateaudOex-Gauchat-1925-480-75_lepont-1 ChateaudOex-Gauchat-1925-480-76_esten-1 ChateaudOex-Gauchat-1925-480-77_pierre-1
29-StGingolph,StGingolph,lə pwã̠ ɛt ẽ̞ pɛːră̠,,,Le pont est en pierre,,,,lė pwã èt ẽ pḕră,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,StGingolph-Gauchat-1925-480-75_lepont-1 StGingolph-Gauchat-1925-480-76_esten-1 StGingolph-Gauchat-1925-480-77_pierre-1
29-Collombey,Collombey,lə pɔ̃ l ɛ̆ ɛ̃ pçɛ̆rːa̠,,,Le pont est en pierre,,,,lė pò̃ l ĕ̀ è̃ pç̑ĕ̀r̄a,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Collombey-Gauchat-1925-480-75_lepont-1 Collombey-Gauchat-1925-480-76_esten-1 Collombey-Gauchat-1925-480-77_pierre-1
29-Champery,Champery,lə pɔ̃ l ɛ də pjɛ̆rːɑ͉,,,Le pont est en pierre,,,,lė pò̃ l è dė pyĕ̀r̄á̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Champery-Gauchat-1925-480-75_lepont-1 Champery-Gauchat-1925-480-76_esten-1 Champery-Gauchat-1925-480-77_pierre-1
29-Vaugondry,Vaugondry,lɔ pɔ̃ ɛ ɛ̃ pçøːra̠,,,Le pont est en pierre,,,,lò pò̃ è è̃ pç̑œ̄́ra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Vaugondry-Gauchat-1925-480-75_lepont-1 Vaugondry-Gauchat-1925-480-76_esten-1 Vaugondry-Gauchat-1925-480-77_pierre-1
29-Martigny,Martigny,lö põ̞ l ë ɛ̃ pçeːrë͉,,,Le pont est en pierre,,,,lȯ põ l ë è̃ pç̑ḗrë̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Martigny-Gauchat-1925-480-75_lepont-1 Martigny-Gauchat-1925-480-76_esten-1 Martigny-Gauchat-1925-480-77_pierre-1
29-Orsieres,Orsieres,lö pɔ̃ l ĕ̞ ɛ̃ pjɛːr,,,Le pont est en pierre,,,,lȯ pò̃ l ĕ è̃ pyḕr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Orsieres-Gauchat-1925-480-75_lepont-1 Orsieres-Gauchat-1925-480-76_esten-1 Orsieres-Gauchat-1925-480-77_pierre-1
29-Lourtier,Lourtier,ə pɔ̃ ɛ ɛ̃ pçɛːʁə͉,,,Le pont est en pierre,,,,ė pò̃ è è̃ pç̑ḕṙė̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Lourtier-Gauchat-1925-480-75_lepont-1 Lourtier-Gauchat-1925-480-76_esten-1 Lourtier-Gauchat-1925-480-77_pierre-1
29-Fully,Fully,lö pɔ̃ l ɛ ɛ̃ pçɛːʁë͉,,,Le pont est en pierre,,,,lȯ pò̃ l è è̃ pç̑ḕṙë̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Fully-Gauchat-1925-480-75_lepont-1 Fully-Gauchat-1925-480-76_esten-1 Fully-Gauchat-1925-480-77_pierre-1
29-Conthey,Conthey,ɔ̆ pɔ̃ ɛ ɛ̃ peːrə͉,,,Le pont est en pierre,,,,ŏ̀ pò̃ è è̃ pḗrė̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Conthey-Gauchat-1925-480-75_lepont-1 Conthey-Gauchat-1925-480-76_esten-1 Conthey-Gauchat-1925-480-77_pierre-1
29-Nendaz,Nendaz,ĭ pɔ̃ ët ə̃ peːrːə͉,,,Le pont est en pierre,,,,ĭ pò̃ ët ė̃ pḗr̄ė̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Nendaz-Gauchat-1925-480-75_lepont-1 Nendaz-Gauchat-1925-480-76_esten-1 Nendaz-Gauchat-1925-480-77_pierre-1
29-Saviese,Saviese,ĭ pɔ̃ l ɛ̆ ɛ̆m pëːrɛ͉,,,Le pont est en pierre,,,,ĭ pò̃ l ĕ̀ ĕ̀m pë̄rè̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Saviese-Gauchat-1925-480-75_lepont-1 Saviese-Gauchat-1925-480-76_esten-1 Saviese-Gauchat-1925-480-77_pierre-1
29-Ayent,Ayent,lɪ̈ pɔ̃ lʲ ɛ ə̃ piːrɛ͉,,,Le pont est en pierre,,,,lï pò̃ l̮ è ė̃ pīrè̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Ayent-Gauchat-1925-480-75_lepont-1 Ayent-Gauchat-1925-480-76_esten-1 Ayent-Gauchat-1925-480-77_pierre-1
29-Miege,Miege,le̝ pɔ̃ j ɛ̆t ɛ̃ piːrːɛ͉,,,Le pont est en pierre,,,,leͥ pò̃ y ĕ̀t è̃ pīr̄è̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Miege-Gauchat-1925-480-75_lepont-1 Miege-Gauchat-1925-480-76_esten-1 Miege-Gauchat-1925-480-77_pierre-1
29-Grone,Grone,lë pɔ̃ŋ͉ j ɛ̆t ɛ̃ piːrːɛ͉,,,Le pont est en pierre,,,,lë pò̃ṉ̇ y ĕ̀t è̃ pīr̄è̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Grone-Gauchat-1925-480-75_lepont-1 Grone-Gauchat-1925-480-76_esten-1 Grone-Gauchat-1925-480-77_pierre-1
29-LAuberson,LAuberson,lə pɔ̃ ɛ ĕ̞ pçeːra̠͉,,,Le pont est en pierre,,,,lė pò̃ è ĕ pç̑ḗra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,LAuberson-Gauchat-1925-480-75_lepont-1 LAuberson-Gauchat-1925-480-76_esten-1 LAuberson-Gauchat-1925-480-77_pierre-1
29-Evolene,Evolene,lɪ̈ pɔ̆n͉ ɛ̆θ ɛ̆n͉ piːră̠,,,Le pont est en pierre,,,,lï pŏ̀ṉ ĕ̀ṣ ĕ̀ṉ pīră,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Evolene-Gauchat-1925-480-75_lepont-1 Evolene-Gauchat-1925-480-76_esten-1 Evolene-Gauchat-1925-480-77_pierre-1
29-Grimentz,Grimentz,lɪ̈ pɔ̆n͉ l ɛ̆θ ɛ̆m piːrë͉,,,Le pont est en pierre,,,,lï pŏ̀ṉ l ĕ̀ṣ ĕ̀m pīrë̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Grimentz-Gauchat-1925-480-75_lepont-1 Grimentz-Gauchat-1925-480-76_esten-1 Grimentz-Gauchat-1925-480-77_pierre-1
29-Collex,Collex,l põ ɛt ã̠ piːră̠,,,Le pont est en pierre,,,,l pó̃ èt ã pīră,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Collex-Gauchat-1925-480-75_lepont-1 Collex-Gauchat-1925-480-76_esten-1 Collex-Gauchat-1925-480-77_pierre-1
29-Vernier,Vernier,lə pɔ̃ ɛt ã̠ piːra̠͉,,,Le pont est en pierre,,,,lė pò̃ èt ã pīra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Vernier-Gauchat-1925-480-75_lepont-1 Vernier-Gauchat-1925-480-76_esten-1 Vernier-Gauchat-1925-480-77_pierre-1
29-Laconnex,Laconnex,lə pɔ̃ ɛt ɛ̃ piːrö,,,Le pont est en pierre,,,,lė pò̃ èt è̃ pīrȯ,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Laconnex-Gauchat-1925-480-75_lepont-1 Laconnex-Gauchat-1925-480-76_esten-1 Laconnex-Gauchat-1925-480-77_pierre-1
29-Veyrier,Veyrier,lə pɔ̃ ɛ̆t ã̠ piːra̠͉,,,Le pont est en pierre,,,,lė pò̃ ĕ̀t ã pīra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Veyrier-Gauchat-1925-480-75_lepont-1 Veyrier-Gauchat-1925-480-76_esten-1 Veyrier-Gauchat-1925-480-77_pierre-1
29-Hermance,Hermance,lə pã̠ ɛ̆t ã̠ piːra̠͉,,,Le pont est en pierre,,,,lė pã ĕ̀t ã pīra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Hermance-Gauchat-1925-480-75_lepont-1 Hermance-Gauchat-1925-480-76_esten-1 Hermance-Gauchat-1925-480-77_pierre-1
29-Semsalves,Semsalves,lə pɔ̃ j ɛ ɛ̃ pçɛːra̠,,,Le pont est en pierre,,,,lė pò̃ y è è̃ pç̑ḕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Semsalves-Gauchat-1925-480-75_lepont-1 Semsalves-Gauchat-1925-480-76_esten-1 Semsalves-Gauchat-1925-480-77_pierre-1
29-Montbovon,Montbovon,lə pɔ̃ lʲ ɛ ɛ̃ pæːra,,,Le pont est en pierre,,,,lė pò̃ l̮ è è̃ paͤ̄rà,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Montbovon-Gauchat-1925-480-75_lepont-1 Montbovon-Gauchat-1925-480-76_esten-1 Montbovon-Gauchat-1925-480-77_pierre-1
29-Arconciel,Arconciel,lə pɔ̃ l ɛ ɛ̃ pæːra̠,,,Le pont est en pierre,,,,lė pò̃ l è è̃ paͤ̄ra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Arconciel-Gauchat-1925-480-75_lepont-1 Arconciel-Gauchat-1925-480-76_esten-1 Arconciel-Gauchat-1925-480-77_pierre-1
29-Vallorbe,Vallorbe,lŭ pɔ̃ ɛ̆t ɛ̃ pjɛːra̠͉,,,Le pont est en pierre,,,,lʋ̆ pò̃ ĕ̀t è̃ pyḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Vallorbe-Gauchat-1925-480-75_lepont-1 Vallorbe-Gauchat-1925-480-76_esten-1 Vallorbe-Gauchat-1925-480-77_pierre-1
29-AvrysurMatran,AvrysurMatran,lu pɔ̃ l ɛ dɛ pjɛːra,,,Le pont est en pierre,,,,lʋ pò̃ l è dè pyḕrà,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,AvrysurMatran-Gauchat-1925-480-75_lepont-1 AvrysurMatran-Gauchat-1925-480-76_esten-1 AvrysurMatran-Gauchat-1925-480-77_pierre-1
29-Courtepin,Courtepin,lu pɔ̃ŋ͉ jël ɛ ẽĩ͉ pjɛːra̠͉,,,Le pont est en pierre,,,,lʋ pò̃ṉ̇ yël è é̃ĩ̱ pyḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Courtepin-Gauchat-1925-480-75_lepont-1 Courtepin-Gauchat-1925-480-76_esten-1 Courtepin-Gauchat-1925-480-77_pierre-1
29-Dompierre,Dompierre,lu pɔ̃ l ɛ ɛ̃ pjɛːra̠,,,Le pont est en pierre,,,,lʋ pò̃ l è è̃ pyḕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Dompierre-Gauchat-1925-480-75_lepont-1 Dompierre-Gauchat-1925-480-76_esten-1 Dompierre-Gauchat-1925-480-77_pierre-1
